score,review_at,content
3.3,2023/06,島寿司ランチ+焼酎ロック！マグロやタイなど7貫の漬けと天ぷら、あら汁で990円と破格のお昼ごはんですこりゃたまらん飲まずにおれません！なんと3貫プラスでたった100円増しの「1.5人前」があるじゃないですか感激ミラクルうましで次回1.5人前確定です　今日も楽しく頂きました！
3.7,2023/06,ここも数年前から気になっててなかなか行く機会がなかってようやく来れた。島ラッキョウ、マグロ、炙りシメサバ、島寿司などなどを頼んだ。魚！うまい！さすがやね。。。マグロの赤身も抜群にうまかったわ。島寿司もええ感じや。これで一人前1000円弱やった気がする。安いんちゃうかな？？あしたばが欠品してて天麩羅しかできひんかったのが残念やけど全体的にgoodなお店やったわ。
4.5,2023/06,いつもランチで利用。お店の方はとても感じが良いです。月曜日はランチお休み。忘れて何度行ったことか笑限定3食のお刺身定食が最高すぎます！刺身定食and島寿司1.5人前(同僚とシェア)が定番の注文wあら汁がものすごく美味しい！今まで食べたあら汁の中で1番美味しいと思ってます！！お刺身も新鮮、肉厚で美味しすぎる！島寿司も大好き！！お刺身定食が限定3人前で食べれないことがあるので☆－0.5( ⌯᷄௰⌯᷅ )いつも美味しいご飯をありがとうございます！！
3.0,2023/05,ランチで初訪問。オープンから30分後くらいに行きましたが、待つことなく入れてよかったです！注文は刺身定食のご飯大盛り。無難に美味しくいただけました！若干低評価の理由は、とにかく提供時間が遅かったためです。ランチなのでサクッと出てきてくれるの嬉しいのですが。。。
3.5,2023/05,人気店なので予約して行くことをお勧め。新小岩駅から徒歩3分位。一品一品の量がかなりあるので3人以上で行くことをお勧めします。今回上司と2人でしたが食べきれませんでした笑店は無茶苦茶うるさいのでわいわい騒ぐ系の飲み会での訪問をお勧めします。
3.5,2023/05,八丈島に行ったのがもう５～６年前くらいでしょうか？八丈島での味が忘れられず、東京で食べられるお店探しててこのお店は知ってましたが漸く来られました。金曜日に伺ったお店はおそらく満員状態で人気のほどがうかがえます。アシタバの天ぷらと島寿司は必死でほかにもいくつか注文。特に刺し盛りは4人だと２人前くらいがちょうどいいということで、そちらを注文。十分な量の厚めに切られた刺身が美味しかったです。いろいろ食べたいけど量が多くて食べられなかったものも多数。また来ます。
3.5,2023/04,2023年4月3日訪問4月に友人といったのに、アップし忘れてたので、今更ながら投稿（笑）新小岩で食べる八丈島の島寿司！〜八丈島郷土料理 源八船頭 新小岩店〜東京都葛飾区新小岩1-42-2 東京転勤になり、昔からの友人から「是非飲もう！」とお誘いがあったので、新たな居住地新小岩にて飲むことに！八丈島郷土料理というワードに惹かれて、入店するとほぼ満席でしたが、何とか座れました。先ずは赤星瓶ビールで喉を潤しながら、メニューチェック！お店の看板メニュー「市場直送分厚いお刺身盛り合わせ(5種盛)」と「あしたばの天ぷら(ハーフ)」を注文！到着した刺身！本当に分厚い！！ボリューム満点過ぎます！そしてあしたばの天ぷら！ハーフにして大正解！こちらもボリュームが凄い（笑）焼酎水割りに切り替えて、イカ焼き。そして本日のお目当て「島寿司」を注文！島寿司はネタを薄く切り、醤油出汁で漬けにして、砂糖でやや甘味を強くした酢飯で握ってます！ワサビじゃなくて練りがらしを使うのも特徴♫沖縄の空港で見かける大東寿司に似てるって思った人！鋭い！！実は沖縄県の大東諸島（北大東島、南大東島）は、八丈島からの移住者が開拓した島なので、大東寿司のルーツは八丈島の島寿司なんです♫大変美味しゅうございました♫#東京グルメ#葛飾グルメ#新小岩グルメ#島寿司#あしたばの天ぷら#八丈島郷土料理源八船頭
3.5,2023/04,どの料理も美味しかったですが、特に海鮮系の料理が良かったです！島寿司と海鮮ユッケがとても気に入りました。それとオムレツが想像よりかなり大きくてビックリしました笑、メニューもかなりたくさんあったのでまた訪問させて頂きます。
3.5,2023/03,久しぶりに訪問！いつも小岩店を多く利用させて頂いてますが、この日は新小岩店！刺身盛り合わせ、島寿司、ジャンボ焼売、鶏唐揚げ、お決まりのバターン！2人だったので、『明日葉の天ぷら』はパスしました！いつもながらの人気店！シークヮーサーハイ、ビンビンハイ、など美味しい料理と一緒に頂きました。やはり大人数で来ないと多くの種類食べられない！(１品のボリュームが多いので)定期的に食べたくなる！また利用させて頂きます！御馳走様でした！
3.8,2023/03,あまりない八丈島料理屋さんです。いつも混んでおり、店内はかなり賑やかです。店内の雰囲気のせいか、どこの席を見渡しても、The「サラリーマンの飲み会」が行われており、今どき懐かしい感じがして良い雰囲気の店内です。店員さんも若い方が多く、元気で威勢と愛想がよく、接客もいい感じです。島寿司はマストで頼んでいいと思います、辛子醤油に漬けられた新鮮なお寿司は、八丈島の民宿で食べた味と同じです。島焼酎の種類も多く、満足です。
4.0,2023/02,お刺身が分厚い♪コスパ抜群の島料理自宅の近所の行きつけのお店です。メニューが豊富で全部美味しいです！毎回何頼むか迷ってしまいます！おすすめは、島らっきょ刺身の盛り合わせ島寿司天ぷらあたりは必ず頼みますが、その時々でおすすめのメニューが異なるので、またおすすめが追加されたら更新します！追伸ゴーヤチャンプルがボリューム満点で美味しかったです！次はしまらっきょの天ぷらを食べてみたいなー。
4.0,2023/02,東京グルメ探訪！　葛飾区、新小岩編名物、明日葉の天ぷら、島ずし！八丈島郷土料理、居酒屋、人気名店「八丈島郷土料理 源八船頭 新小岩店」初訪問！新小岩に諸用あり、終了後、早めに腹拵えに向かうふと思い出し、チェックの宿題店、新小岩ランチ！新小岩駅南口からルミエール商店街入り１本目曲り細い裏路の中程に現る、海の居酒屋な風情の店構え小岩本店は、1980年代に創業の小岩で40年営業の地元に根付く、小岩で２店舗ある評判の人気居酒屋新小岩店も創業30年との人気の八丈島郷土料理店小岩本店に夜2度程訪問し、明日葉の天ぷら初体験〆の島すし、八丈島獲れ地魚の、漬け寿司は大好物ランチで、島すし、島丼を食べれるとの事で向かう名物、明日葉の天ぷら、島ずし！八丈島郷土料理、居酒屋、人気名店「八丈島郷土料理 源八船頭 新小岩店」初訪問！迷わず、大好物の、島すし1.5人前@¥1000-、発注小寒いので、熱々のお茶で、身体を温めて暫し待つ待つ事10分程、彩良い４〜５種類の魚の漬け寿司熱々の、あら汁、小鉢は冷奴、漬物付きセット登場本日の魚は、まぐろ、わらさ、かじき、真鯛の4種熱々のあら汁は、あらたっぷり入り出汁良し抜群旨島すし、どれもしっとり漬け加減絶妙味良し抜群旨大好物の島すし、期待を裏切らない抜群美味な逸品人気の、八丈島郷土料理、老舗居酒屋の秀逸な逸品次回は、ゆっくり明日葉の天ぷらで、一杯やりたい癖になる秀逸な味の逸品達！再訪問確定！美味絶品
4.0,2022/12,八丈島料理を出す名店です。料理はボリューミーで、複数人で来た方がいいです。あしたばの天ぷら、カレイの丸揚げ、島寿司をいただきました。あしたばは、八丈島の特産野菜で、天ぷら以外にも、おひたしなど色んなレパートリーがあります。サクサクでおいしいです。島寿司は、ワサビでなく、カラシ醤油でつけた漬け寿司になります。お酒も、八丈島の焼酎を飲みました。芋と麦のミックスらしく、芋独特の臭みと、麦の飲みやすさが合わさり美味しかったです。ご馳走様でした。
3.6,2022/12,予約をして訪問しました！八丈島の酒も沢山！！■刺身5種盛り★おすすめ★■海鮮ユッケ■島寿司量が多くてあまり頼めなかったですが、どれも美味しかったのであまりハズレはない気がします。つぎは天ぷらあたりも！
3.4,2022/11,仕事で新小岩駅に行った際にオススメのランチを教えていただいたので伺いました。八丈島料理のお店みたい！お昼時は並びはしなかったけど店内はほぼ満席でした！アラ煮も有名なようでしたが、友人オススメの島ずしを注文！漬けのお寿司？しかもお魚は1種類ではなく3種類くらいありました。あら汁もたっぷりあって、身体も温まりました^ ^夜は居酒屋でたっくさん美味しそうなメニューがあったので、今度は夜行ってみたいかも！
3.5,2022/11,"新小岩のアーケードの脇道にある居酒屋さん。新小岩駅周辺でお昼を食べる場所を検索していて発見。八丈島料理がメインという物珍しさもあり訪問。「あしたばの天ぷら」と「島寿司」がウリのようなのでそれらと、私の好物の「あら煮」の定食を注文。夜の居酒屋営業がメインらしく、お昼はメニューが限られており、あしたばの天ぷらはハーフサイズ550円しかできないとの事だったが、ハーフで良かったというようなボリューム…サクサクでほんのり塩味が付けられており、明日葉そのものの風味が楽しめる。島寿司は1.5人前10カンで1,000円。コレに小鉢（この日は冷奴）や漬物、いろいろな魚のアラがたっぷり入った潮汁まで付いているのだからなかなかの高コスパである。島寿司はしっかりとヅケにされたお刺身にワサビでなくカラシを付けて握ってある…カラシで食べるお寿司は初めてだが、特に違和感もなく魚の臭みなども全く無くて旨い。あら煮定食910円は、身がたっぷりと残った贅沢なアラを甘辛の醤油味で炊いたものが想像以上のてんこ盛りで、一緒に炊かれた大根にも魚の旨味がたっぷり染み込んでおり、ご飯が進む…お酒にも合うだろうな。コレにも先ほどの潮汁や小鉢・漬物まで付いていて、何とも良心的な価格。他の客は皆さん、美味しい肴をツマミにお酒を楽しまれている…自分も飲みたかったが、今回は荷物が多かったので帰りを考えて我慢…次回のお楽しみに。ランチは高コスパだし、昼飲みも良いなぁ…と思っていたら「コロナ対策として始めた土日ランチは11月25日で終了します」との貼り紙がトイレに…平日にはこの周辺には来れないので実に残念だ。メニューを見る限り、夜もそんなに高くは無さそうなので、次回は酒飲み仲間を誘って飲みに来るかな。"
3.5,2022/10,東京：小岩駅から徒歩3分小岩ある八丈島の島寿司が食べられるお店1.5人島寿司ランチ　1100円を注文しました！10貫ものってこのお値段は破格すぎる！！まぐろ、かじき、タイ、わらさなどの脂がたっぷり乗った刺身は厚みもあって食べ応え抜群！✨一つ一つ新鮮でプリップリ！美味しすぎる！漬けも甘だれでたくさん食べたくなるお味！なんと中にはワサビではなくカラシがたっぷり入っています✋味噌汁は魚がたっぷり入っていて出汁も効いてて最高でした！ボリュームは程よくまだまだ食べたくなってしまいます！土日でも程よく空いてるのでゆったりもできて本当におすすめ！また行きたいランチです
3.3,2022/10,"☆生ビール☆八丈島焼酎 一本釣り(ボトル) ¥3,190☆あしたば天ぷらハーフ ¥550☆マグロたたき ¥820☆島らっきょ ¥820☆枝豆(お通し)お通しの枝豆は塩が効いててお酒が進むあしたば天ぷら、この日はハーフしかないとの事でハーフで注文したけど十分なボリューム！サクサク軽い！美味い！島らっきょ箸休めにもつまみにもぴったり。マグロたたき、タレも美味しい！料理のボリュームがけっこうあるので、一人よりは複数人で行った方がいろいろ楽しめるお店。"
3.0,2022/08,休日18時頃の訪問かなーり久しぶり小岩店は昔に結構行ったけど、新小岩店は2回目ほぼほぼ満席、20時過ぎた頃からはちらほら空き席あり直前に電話しててよかった税別生ビール：580円　うまい　高めお通し：250円　最初に枝豆注文したら　お通し枝豆で～す　ってことで待ってたけど出てこなかったので催促　でも、テーブルで1個（4人いますが…）　なんだかね　単品で380円だからお通し損だあしたばの天ぷら：　この時間で既に売り切れだそうで　名物うたってるのに…　ここ来たら食いたかったな　ざんねん里芋塩バター乗せ：700円　あらまっ　こりゃうまいねアジフライ：650円　こちもうまい　厚みもあり、身はふわっとしてておいしい　大漁10種盛り：3720円　注文してから1時間…　飲み物2杯目と一緒に食いたかったよ　分厚くてうまいんだけどねなどどれもボリュームがあり4人くらいで食べるのがちょうどいい？ってのが3回今回のサービスは0.5下げときます
4.5,2022/07,日曜日のランチで訪問。注文したのは、アラ煮定食のご飯大盛りとランチビール。ここのランチは、アラ汁が秀逸。ならばアラ煮は、どんな感じなのかと思ったのですが・・・あの〜、一人前って言葉を理解していますか？どう考えても複数人でシェアする量です。気合いで完食しましたが、かなりキツかった。まぁ、臭みがまったく無くて、美味しいのが救いですが、正直、最後の方は同じ味で飽きてしまいました。このチョイスは複数人で行った時じゃないとキツいと思います(^_^;
3.8,2022/07,先週末はふと島寿司が食べたくなって、友人に教えてもらい新小岩のこのお店に。休日でもランチがあって島寿司を堪能できるらしい。新小岩は休日でも昼からしっかり飲めそうなお店が多く、今まであまり顔を出してこなかったことを少し後悔。このお店も駅前のそんなお店がたくさんある中にある。話通りしっかりランチはやっていて、店内はほぼ満員。お酒を飲んでいるのは半分ぐらいだろうか。赤星の瓶ビールがあると言う想定外のサプライズがあり、大喜びで注文。これがまた、最高に美味しいんだ。島寿司のランチと明日葉の天ぷらを注文。小鉢とあら汁が付いていて中々のボリュームだ。醤油ワサビいらずのこの少し甘い何とも言えない味わい、そして新鮮な魚介が乗った大ぶりのお寿司。控えめに言って最高だ。あら汁もそれで一品と言って良いボリュームで、身も多くそれ自体がビールのおつまみだ。そして明日葉の天ぷら。これもまたかなりボリュームがあって、一人で食べ切るとかなり満腹だ。明日葉の強い風味とカリカリに揚がった衣。この料理じゃなきゃ味わえない素晴らしい食感と風味で定期的に食べたくなる味だ。想像以上の食事のパワーに思わず赤星をもう一本。下町酒場の幸せを全身で感じることができた。お勧めしたい良い店だ。
3.9,2022/06,JR新小岩駅より数分程にある「源八船頭」さんにお伺いしました。十数年ぶりの訪問ですが、新小岩店さんは初めて。入店したのは18:00頃。すでに外に待ち人あり、人気がありますね！予約して訪問したので、すんなりテーブル席に座りメニューを拝見。注文したのは定番のあしたば天ぷら、島ずし、あら煮等など、すべて美味しくてビックリ！こんな美味しかったかな～と思うくらい。また、混んでるのにスタッフさんの対応がとても良く、またまたビックリ！再訪間違いないですね。お伺いする時は予約した方が良いですよ。ご馳走さまでした。
4.0,2022/06,友人3人と新小岩で呑む事になり、自分の中では新小岩No.1の居酒屋さん「八丈島郷土料理 源八船頭 新小岩店」かなーり久しぶり来店です。お店は事前にテーブル席を予約。予約して正解で、18時半頃には店内ほぼ満席。相変わらずの人気ぶりですね (^^)先ずは「生ビール」(580円)で乾杯！ ( ^^)／▽☆▽＼(^^ ) ｳｨｰｰｰｽ!おつまみは昔からの定番「島寿司(2人前)」(1700円)「あしたば天ぷら(ハーフ)」値段失念です。もちろん両方激旨っ！(>_<)(>_<)ｳﾋｮｰｰｰ!この2品でもう満足度一気に頂点です♪友人2人は初来店なので感激しておりました (ToT) ﾄﾞｫｰｰｰｰお酒は島焼酎「情け嶋」を。一升瓶を頼もうとしましたが、現在品切れという事でボトル(2900円)を水割りでいただきました。その後つまみは「豆アジ唐揚」(700円)「コマイ一夜干し」(750円)などを堪能。それも美味しく満足でした。程なくボトルも空いて、この日はこれにてお開きとなりました。ご馳走様でした。
3.7,2022/06,初めての訪問。八丈島の郷土料理を堪能できるお店が、新小岩にあるんですね。お刺身はどれをとっても新鮮で美味しいし、シマ寿司はワサビではなくからしなんですね。・お刺身盛り合わせ・シマ寿司・赤エビどれも絶品で、コスパも最強です。
3.5,2022/06,青い野菜の天ぷらが食べたいと思っていたところこちらはどうかと提案を受けた早速東東京、新小岩まで総武線を走らせているうちにあっという間にこちらのお店にたどり着いた真夏日のウナだる暑さの中、お店の燻された外観が印象的だ木々の香りが豊かな店内、二名だったがテーブル席に通してくれた今回は一発勝負赤星と島寿司、そしてメインディッシュの明日葉の天ぷらをいただく赤星は渋いポップの味がうまく、昭和のビールだなあと感心するこの味わいはおそらく昭和の時代からこちらに存在するお店の雰囲気にはバッチリと合う組み合わせであると思う明日葉の天ぷらはパリッとした成分とそして明日葉の緑黄色の豊かな味わいもともとついた塩味だけで、実に豊かな味わいが堪能できたもちろんビールにもあわないわけなく、サクサクと進んでしまう少しだけ胃がもたれたが、逆に言えば野生味ある味わいの天ぷらなんだなと思ったよ島寿司は味付きワイルドなシャリと漬けにされた身の味わいなたまらない漬けにされたことでタンパク質がいい感じに溶解しており実に美味しいね八丈島は行ったことはないけれど本場感溢れる味わいと思った料理全般、どこか普通の料理に比べるとローカル感のある味わいが実に美味しくそして昭和的な木の空間、レトロ酒場感もあり非常に満足であった
3.8,2022/06,新小岩駅から少し歩いたところ友人とお昼ご飯を探して行き着いたお店です！居酒屋さんだったんですが、ランチタイムにも関わらず多くのサラリーマンや地元の方であろう常連さんが出入りしていたので笑それもそのはず中に入るとほぼ満席でした(ﾟωﾟ)頼んだのはランチメニューの天丼♪大ぶりの海老天、さらにはサクッサクッの明日葉の天ぷら\(//∇//)\ご飯とタレが相まって最高に美味しかったです！次は是非、夜に行きたいお店です☆
3.4,2022/05,友人と新小岩飲み。最後に向かったのは八丈島料理を推しているコチラ。島寿司が前から気になっていたのです☆明日葉の胡麻和えが美味しくてテンション上がっていると、やってきました島寿司！テカテカに輝く見た目に一同「おお〜」となる（笑）魚自体も新鮮なものがヅケになって更に旨味がぎゅっと詰まっていて、1人前7カン余裕だし何なら1人で2人前だって(食べ過ぎか)・・・ワサビではなくからしなのも島寿司の特徴。違和感なく頂けますし、相性も良し(ワサビで頂くバージョンもあったら面白そうだけども)☆いや、これはもっと早く来れば良かったなぁと思うくらい個人的にヒットでした！次回は八丈島焼酎も一緒にのんびりやりたいな。
3.5,2022/05,「天丼ランチ」1100円エビが2本、人参、白身魚、ナス2本、明日葉が入っててかなりのボリューム！！タレが甘めでご飯が進みます。私が特に好きなのがナスと白身魚！味か染みててほんとに美味しいです。周りは島寿司が多いいですが、天丼も絶品！！1口ビールは100円なのでついつい頼んじゃいます。
3.5,2022/03,休日の近辺ランチはいつも行くところに困る。そんな時は味良し、昼から飲める！よし源八行こー！！！って事で来店。土曜日の１２時に来店、半席以上が埋まってました。近辺で、お仕事してるガテン系の人やご年配のお友達同士の女性組。お一人様も結構居ました^ ^なんせ、コチラのお店のあら煮が美味しくてボリュームたっぷりでして、ランチメニューにもあら煮定食があるのですが…他の方が投稿していた天丼が気になって旦那も、あたしも天丼ランチを（笑）でも、あら煮も食べたいという欲張りなあたくし。1品料理もランチメニュー以外に提供しているのでそんなあたしみたいな欲張りさん^ ^心配しないでください！ありますよー！！！しかもハーフサイズなんて魅力的なものもあるやん♡他にも１品料理豊富にランチタイムでも提供しているので、ランチプラスαお供ビール最高のチョイスタイムを過ごせるのです^ ^そして、届いた天丼ドーーーンッ！！！見て見て‼️ボリュームたっぷり♡海老2本に白身、人参、茄子、ボリュームたっぷりの明日葉の天ぷらもぅ、どれから手をつければ！？（笑）それに潮汁と漬物と冷奴が付いて1100円はお値打ちです✨ハーフサイズのあら煮もハーフ！？他店ではハーフではなくフルサイズですよ！！のサイズ感。660円。お供にビールが飲兵衛夫婦には付き物ですので、ゆっくり時間をかけていただき腹パン。腹パン。。。ひとりでいろんなお店にランチに行くのが不得意な自分ですがこちらだったら、なんだか行けそうな気がします（笑）大満足！またランチか夜か伺いますご馳走様〜♪♪♪
4.5,2022/03,これは高コスパのランチ！小岩の本店は何度も行ってますが、新小岩店は初訪問。日曜日のランチで利用しました。注文したのは、天丼定食のご飯大盛り。１０分ほどで提供された天丼がデカい！そしてアラ汁が、素晴らしく美味い！もうコレだけで１，０００円の価値があります。ちなみに天丼のタレですが、結構濃い目です。自分的にはアリですが、好みが分かれそうなレベルですね。でも海老がプリっぷりで最高！正直、居酒屋の天丼ですから、クオリティには期待していなかったのですが、良い意味で裏切られました。店の雰囲気も良いし、次回は、ゆったりと昼呑みで利用したいと思います。
3.5,2022/02,日曜日のお昼に訪れたら10分ほどまって入店！頼んだのは「1.5人前島ずしランチ」1070円「天丼ランチ」1100円どのランチにもあら汁、漬物、豆腐がついてます。島ずしは筋も少ないねっとり食感が絶品！カジキかな？白っぽいのが好みでした、夜よりかはサイズ小さいかな…？10個でもペロリいけます。カラシとガリと漬けの魚があう！天丼はほんとに美味しかった！エビ2本、人参、ナス、アシタバなどなどとってもボリューミー！！さくさくだしタレも美味しい！エビはぷりぷりなのに2本入ってて、アシタバもタレかかってるけどさくさく！この値段でコスパ良すぎ！周りは昼飲みの方が多く、ランチ頼んでる人は少なかったです。次来たら絶対天丼ランチ食べる！それくらいオススメです！
3.2,2022/02,もう、何度も伺った事ありますが、投稿にあげるのは2回目。今宵夫婦共々外ご飯する予定ではあるが特にコレと言って食べたいものがないのです（笑）基本自分は魚派で旦那は肉派そんな時はどちらの料理もあるし、ハズレな味はないし、魚肉料理以外にもメニューが豊富にあるこちらへ。このまん延防止期間で都内も日に日に感染者が増している影響でしょう土曜日の１７時半過ぎに伺ってもお客さまはチラホラと。前回同じ曜日の同じ時間帯に来店した際は大賑わいでしたここの生ビールはジョッキ500mlタイプでどストライク^ ^しかもキリン一番搾りとは♡頼んだものは海鮮ユッケあら煮この２点は常に外せませんw旦那チョイスの揚げ物オンパレードのいろいろ魚天　ポテトフライこの時点で大分お腹が膨れて来てたのですがジャンボ玉子焼き島寿司をいつも食べ損ねていたので１人前でフィニッシュ色々魚天は恐らく島寿司用に漬けに仕込んでいたはけきれなかった魚の切りつけを天ぷらにしてるのでしょう下味しているので、天つゆとか余計なアイテム不要のパクパク^ ^初めましての島寿司の感想はというと…漬けにしてあるのでねっとりとしたネタに仕上がっていて洋からしがよきアクセントとなってましたが、シャリが人の手介したにぎりでは無かったのでネタと絡みが甘くここは欲を言えば形が崩れてでも一緒に握って欲しかったところ。。。ただ、総合の味付けは自分も旦那も好みの味付けなのでまたぷらっと伺います^ ^ご馳走様でした〜またいつか^ ^
3.5,2022/01,"平日ランチで新小岩の『源八船頭』さんを訪問しました。くさやや島寿司（ネタを醤油漬けにして、山葵でなくカラシで食べる握り寿司）といった八丈島の郷土料理を提供しており、料理のポーションが大きいのと魚介系のメニューに強いのが特徴的なお店です。店内図の雰囲気は昭和感漂う昔ながらの大衆酒場といった感じで、酒好きな人ならきっと気に入ると思います。この日頂いたのは、「厳選三種のお刺身ランチ＠1,070円」三種のお刺身（この日は鮪・ブリ・真鯛）にご飯、汁物、小鉢、漬物が付いたセット。ランチタイムも終わりそうなタイミングだったので5分位で料理が到着しました。まず思ったのは、刺身がデカい！手前にあるご飯茶碗と比べて欲しいのですが、全然ご飯が足りないレベルです。でもって分厚い！これは食べ応えがありますね～♪旬のブリは脂がのって醤油を弾くほどで、真鯛は身がしっとりと柔らかくほんのり甘くて美味しいです。出汁が良く出た魚のあら汁もたっぷりとあって、このストレートに素材の良さで勝負する定食という感じがなかなか良いね。最近ダイエットを心掛け鶏肉中心の食事が多かったのですが、魚を食べたくなったらまたお邪魔したいと思います。"
3.3,2022/01,5時頃から始めて、9時半過ぎ迄ビール3本と焼酎のボトルを3本、もしかして4本、四人で。いやー呑んだ。　最初は、他にお客さんは、いなかったのですが、出る時には、略満席。この店の定番のしま寿司、アシタバの天ぷら等、料理もおいしく、楽しい夜でした。
3.5,2021/12,昼飲み新小岩散策。島寿司狙いで、八丈島料理のお店へとやって来た。注文したのは◆明日葉天ぷらハーフ◆とこぶしやわらか煮◆島寿司◆しば漬けサワーめちゃくちゃ盛りの良いお店。明日葉の天ぷらはハーフでも盛り盛り（笑）フルサイズで発注しなくて、心底良かったわ〜！とこぶしのやわらか煮は、間違いの無い美味しさ。しっかりと柔らかくて、肝の部分もコクがあってお酒に合うねぇ日本酒と一緒にやれたらもっと良かったんだろうけど、島の焼酎とも好相性。次来る時も、頼んじゃうな。しば漬けサワーはバイスに似た風味ながら、ネタ感満載で楽しい。ガリサワーよりも好みかも。さて、お目当ての島寿司。漬けにした魚の身はねっとり食感。まぐろと…カジキ？後はなんだろ？山葵ではなくカラシが仕込まれているのが、良いんだよねぇ最初に島寿司を食べたときには山葵じゃない事に衝撃を受けたけど。案外悪く無いと言うか思った以上に遜色無いんだよね。今じゃ、山葵よりも漬けにはマッチするんじゃ？なんて思っちゃうもん（笑）甘めのシャリに大ぶりな握りが島寿司らしい。小粋にちょっと摘んで…ってんじゃない、お腹いっぱいになる為のお寿司だもん。こーゆーのが良いんだよ。八丈島へは小学生の頃に行ったっきり。色々な地域に旅をするようになったけど、なかなか心理的なハードルが高いんだよね。クサヤも食べられるようになった事だし。アイラモルト持参で行ってみるのも良いよなぁ…
3.5,2021/11,平日ランチで新小岩の『源八船頭 新小岩店』さんを訪問しました。あしたば(八丈草)料理、くさや、島ずしといった八丈島の郷土料理を提供する居酒屋です。本来は夜のみの営業ですが、コロナ禍でランチ営業を始めていました。店内は席数を減らしてゆったりしています。なお、アクリル板等の設置はありません。頂いたのは、「アラ煮ランチ＠960円」カジキ等の魚のアラをしっかり煮込んでいるそう。小鉢、汁物、ご飯(大盛可)付です。待つこと5分位で料理が到着。アラ煮は醤油ベースでこってりとして甘塩っぱい。確かに良く煮込んであり味しみしみです。割と甘めの味付けです。これでもか！と大量のアラ煮が入ってますね。汁物もアラ汁。こちらは塩ベースのスープに魚の出汁がたっぷりと出てうんまいの♪こいつはお酒が欲しくなるヤツですよ、と思てたら「ランチビール＠110円」なんてあるのね。飲まんけど。アラ尽くしのお祭り状態で早くも満腹です。ちなみにランチは13:30ラストオーダーなので訪問時にはご注意下さい。どうもご馳走様でした。
4.5,2021/11,新小岩　源八船頭このお店は、新小岩のルミエール商店街から一筋外れた飲み屋街にあります。土曜の夜の開店時間１７時を少しオーバーした１７時１０分頃お伺いすると、すでにお客さんが並んでいました。カウンターとテーブルはすでに満席。流行っているお店です。座敷に通されました。以前、食べログのフォロワーのB-wandererさんとお伺いした時は、B-wandererさんが予約をしてくれたことを思い出しました。カウンターかテーブルに確実に座りたい場合は予約必須のお店です。自分の年だと、靴を脱いで座敷に上がり座るのは、掘りごたつ席ではないとしんどいです。とはいえ、お店に無事入れて、サッポロラガーを注文。サッポロラガーがあり好印象。さて何にしましょうか。「とりあえず」からもずく酢４５０円。ここに来たなら、あしたばは外せません。あしたばのてんぷらハーフ５００円。1人前の量が多いのでハーフにしました。島らっきょうも外せません。８２０円。お酒が進んだところでチューハイにします。 はじめてのつまみ、魚天。魚天８８０円。いろいろな魚の天ぷらというよりは唐揚げですね。しめは、島ずし1人前８５０円。わさびではなく辛子というのが島ずし特有なのでしょう。 このお店のつまみは概して量が多いです。また、混んでいることが多く活気があります。数少ない八丈島の郷土料理の居酒屋としてこれからも頑張ってください。
3.8,2021/11,"【八丈島郷土料理 源八船頭 新小岩店】新小岩駅 南口徒歩3分（葛飾区新小岩1-42-2 )海鮮居酒屋さんアカウント→ @genpachisendou  八丈島の郷土料理島ずしが食べられるお店！  島ずしとは？ネタを薄く切り醤油主体のたれに軽く漬けて醤油漬として、砂糖でやや甘味を強くした酢飯で握るお寿司のこと！  島ずし。まじでびっくり！ 普通のお寿司と全然違うんです お醤油漬けされたネタとシャリがめっちゃうまい！ ぱくぱく食べられちゃいます！ 普通のお寿司に飽きたらおすすめ◎ 近くにあったら毎日通いたいお店でした！ ごちそう様でした 【食べたもの】----------------------------・1.5人前島ずしランチ（980円）・海鮮丼ランチ限定5食（1,480円）---------------------------- 【営業時間】 （月〜土） 11:30〜14:00(LO13:45) 17:00〜23:00(LO22:15) [テイクアウト]11:30〜23:00(最終受付22:15) （日）11:30〜22:00(LO21:15) 【定休日】なし（市場の休日に準ずる）  【平均予算】☀️〜¥,999〜¥4,999 【その他】・圧倒的コスパランチ・カードも使える・みんなでわいわいにおすすめ 〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜@tokyooishii のアカウントをタグ付けであなたのおすすめグルメを掲載させていただきます✍️ #源八船頭 #島ずし #八丈島郷土料理 #新小岩グルメ #新小岩ランチ #新小岩居酒屋 #小岩グルメ #小岩ランチ #総武線グルメ #tokyooishii"
3.5,2021/10,島ずしランチの1.5人前を注文。島ずしの他に小鉢(たらこを煮たものでした)、汁物、お漬物とボリューム満点です。島ずしは舌触りが良く、醤油で味付けされているためそのままいただきましたがどれも美味しかったです。お刺身がどれも分厚く、大きいのでとてもお腹いっぱいになりました。
